goos: linux
goarch: amd64
pkg: github.com/RoaringBitmap/roaring/v2
cpu: INTEL(R) XEON(R) GOLD 6548N
BenchmarkOrs/two-by-two-128                     	    1378	   1046481 ns/op	  113073 B/op	    3495 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 3506348	       160.3 ns/op	      36 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   10000	     53058 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   10000	     55907 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   10000	     55130 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   10000	     53549 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   10000	     57280 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   10000	     52885 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   10000	     57525 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   10000	     51337 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   50434	     11696 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   40862	     13604 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   48613	     11846 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   49575	     12354 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   48132	     12198 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   49950	     11551 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   51358	     11766 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   49862	     12425 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  233727	      2592 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  238209	      2895 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  240543	      2522 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  243967	      2519 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  230784	      2533 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  239572	      2483 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  242682	      2532 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  238651	      2570 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   29822	     17184 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   29695	     17104 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   29628	     17177 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   29707	     17192 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   31200	     17096 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   29535	     17236 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   29628	     17121 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   29733	     19073 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  255202	      2434 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  254659	      2349 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  255788	      2947 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  257695	      2433 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  255037	      2405 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  253222	      2491 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  257761	      2366 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  249864	      2386 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  161062	      3785 ns/op	     842 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  143529	      4243 ns/op	     815 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  163576	      4157 ns/op	     849 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  146649	      4062 ns/op	     819 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  153160	      4127 ns/op	     878 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  155958	      3645 ns/op	     843 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  133180	      3881 ns/op	     851 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  159747	      4258 ns/op	     850 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   68454	      9484 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   66261	      8558 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   62052	      8608 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   63243	      8642 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   58474	      8567 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   61942	      8517 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   62793	      8520 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   62768	      8556 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  228573	      2439 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  285498	      2340 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  253224	      2356 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  240583	      2138 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  251684	      2329 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  285482	      2364 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  269744	      2272 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  265413	      2153 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 2007052	       366.9 ns/op	     141 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 1961978	       362.6 ns/op	     141 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 1870671	       380.4 ns/op	     142 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 1862720	       363.7 ns/op	     142 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 1857057	       386.8 ns/op	     141 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 2130920	       363.9 ns/op	     141 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 1862838	       386.3 ns/op	     141 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 1920079	       353.9 ns/op	     141 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   21913	     25294 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   21882	     24342 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   26545	     20971 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   19728	     26161 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   24504	     23075 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   22942	     22244 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   23806	     23529 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   21972	     23584 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   56756	     12916 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   43044	     12121 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   44004	     13448 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   44263	     13447 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   41227	     12544 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   49828	     12601 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   40302	     14125 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   41580	     13202 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   37837	     16432 ns/op	   16633 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   30444	     16718 ns/op	   16634 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   37854	     16092 ns/op	   16634 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   32696	     15504 ns/op	   16636 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   28958	     18390 ns/op	   16634 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   28555	     17981 ns/op	   16637 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   30578	     18099 ns/op	   16636 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   35044	     16559 ns/op	   16637 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   30660	     20951 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   28893	     19530 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   28341	     19729 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   30091	     21063 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   25831	     20960 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   29976	     19950 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   26310	     19547 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   30543	     21175 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  105884	      4947 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  145554	      4098 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  140330	      4232 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  119745	      4746 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  143864	      4265 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  126957	      4657 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  142092	      4067 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  142022	      4121 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   56534	      9927 ns/op	    9144 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   61405	      9370 ns/op	    9165 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   57908	     10087 ns/op	    9185 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   58456	      9735 ns/op	    9176 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   66572	      9569 ns/op	    9189 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   55777	     11114 ns/op	    9199 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   56044	      9518 ns/op	    9211 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   56091	      9656 ns/op	    9178 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   66422	      9463 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   44912	     11175 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   65827	      8573 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   61494	      8993 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   71544	      9344 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   72458	      9338 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   65820	      9904 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   69730	     10031 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	   91656	      5714 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	  100219	      5821 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	  100765	      5924 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	   59748	      8621 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	   78411	      7474 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	   84453	      7829 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	  101673	      5759 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	   93472	      6355 ns/op	    8336 B/op	       6 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	10884510	        50.39 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	10259911	        53.54 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	10710616	        50.50 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	10380232	        50.69 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	10760193	        50.87 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	10734252	        49.86 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	10980627	        51.38 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	10716139	        50.65 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	37052617	        15.69 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	36916808	        15.71 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	30091513	        17.13 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	36335890	        15.84 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	37060824	        15.65 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	34987221	        16.13 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	36760033	        15.62 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	36692097	        16.48 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	14284994	        35.75 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	13428630	        37.64 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	14296742	        36.29 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	17602332	        33.55 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	15293005	        33.74 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	15532804	        34.45 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	14834996	        35.83 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	14227513	        37.15 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	14828402	        39.14 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	13303024	        42.46 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	13290738	        40.73 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	13341997	        39.72 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	13296420	        39.91 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	13210874	        39.64 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	14943861	        39.89 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	13347172	        40.50 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2602317	       228.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2613165	       222.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2623083	       232.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2557449	       222.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2614006	       223.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2600772	       222.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2590838	       223.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2531491	       229.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	31701387	        15.79 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	36821804	        15.82 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	31483399	        16.06 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	37581285	        15.30 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	37883767	        15.68 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	37061888	        15.38 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	37057624	        15.55 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	37734592	        15.35 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2636223	       221.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2618499	       222.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2577044	       221.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2549648	       221.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2579436	       221.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2634591	       221.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2276146	       224.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2657817	       224.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	 9412581	        57.37 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	 9623064	        57.32 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	10141332	        56.84 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	 9639466	        57.20 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	 9895126	        56.82 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	 9420488	        57.13 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	 9639366	        57.22 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	 9454747	        57.33 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 2665101	       217.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 2624403	       219.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 2617936	       218.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 2663390	       207.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 2678275	       217.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 3032569	       218.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 2675640	       217.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 2617094	       217.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/CardinalityInRange-128   	 2900559	       183.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/CardinalityInRange-128   	 2955406	       196.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/CardinalityInRange-128   	 2914011	       187.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/CardinalityInRange-128   	 2983034	       194.9 ns/op	       0 B/op	       0 allocs/op
