goos: linux
goarch: amd64
pkg: github.com/RoaringBitmap/roaring/v2
cpu: INTEL(R) XEON(R) GOLD 6548N
BenchmarkOrs/two-by-two-128                     	    1282	   1070574 ns/op	  113181 B/op	    3500 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=run-128      	 3328747	       194.2 ns/op	      36 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   10000	     53813 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   10000	     52601 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   10000	     50427 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   12193	     51082 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   10000	     55405 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   10000	     54686 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   12849	     51047 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=array-128    	   12205	     49429 ns/op	   24664 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   50784	     10806 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   54058	     10315 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   54567	     10122 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   53546	     10564 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   47967	     10990 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   55340	     10458 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   53205	     11027 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=run/right=bitmap-128   	   53938	     11294 ns/op	    8224 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  316621	      1888 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  319214	      1878 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  321680	      1861 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  313057	      1878 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  318054	      1853 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  322864	      1889 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  317318	      1918 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=run-128    	  284239	      1888 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   29671	     17522 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   35084	     17455 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   29361	     17071 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   32070	     18048 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   29436	     18345 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   33295	     17921 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   28845	     17502 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=array-128  	   35080	     17069 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  278188	      1999 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  284247	      1974 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  304585	      1970 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  284385	      2651 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  294589	      1988 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  291578	      2112 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  292305	      2028 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=array/right=bitmap-128 	  286444	      2159 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  202810	      3068 ns/op	     815 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  194490	      2994 ns/op	     834 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  201924	      2948 ns/op	     776 B/op	       1 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  199162	      3173 ns/op	     845 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  197158	      3143 ns/op	     809 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  188695	      2989 ns/op	     878 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  188804	      3226 ns/op	     832 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=run-128   	  195272	      2956 ns/op	     784 B/op	       2 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   64332	      8712 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   71834	      7707 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   77804	      7689 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   77198	      7657 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   67753	      7867 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   73489	      7845 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   71544	      7712 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=array-128 	   77660	      7849 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  258757	      2124 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  225446	      2232 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  264322	      2081 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  284206	      2217 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  259182	      2095 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  245659	      2848 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  253945	      2208 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=true/left=bitmap/right=bitmap-128         	  267292	      2552 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 2299221	       332.5 ns/op	     141 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 2313676	       330.8 ns/op	     141 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 2390506	       317.7 ns/op	     141 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 1873572	       341.9 ns/op	     142 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 2173294	       334.2 ns/op	     142 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 2247745	       329.8 ns/op	     141 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 2230548	       336.1 ns/op	     141 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=run-128              	 1684143	       364.2 ns/op	     141 B/op	       5 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   22410	     24968 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   23544	     23158 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   26210	     21898 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   22917	     23739 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   25881	     23784 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   19468	     26400 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   21081	     23930 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=array-128            	   23472	     23087 ns/op	   24784 B/op	      10 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   42127	     13160 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   46081	     12228 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   37401	     13611 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   45241	     11647 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   46752	     12921 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   50440	     12321 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   46521	     12036 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=run/right=bitmap-128           	   48806	     12154 ns/op	   16560 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   25915	     20917 ns/op	   16637 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   42279	     16430 ns/op	   16637 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   35395	     16400 ns/op	   16637 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   31142	     16057 ns/op	   16634 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   40531	     13799 ns/op	   16636 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   35709	     16947 ns/op	   16636 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   31149	     16799 ns/op	   16635 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=run-128            	   39564	     15884 ns/op	   16636 B/op	       9 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   29376	     19428 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   29685	     20625 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   25248	     21558 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   21919	     23684 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   25969	     22806 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   22515	     23562 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   30525	     20810 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=array-128          	   26910	     20307 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  151117	      3910 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  127318	      4526 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  148666	      3870 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  112659	      4506 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  137548	      3873 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  154680	      3972 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  131112	      4303 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=array/right=bitmap-128         	  140575	      3932 ns/op	    4232 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   67480	      9324 ns/op	    9186 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   53113	     10267 ns/op	    9159 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   48753	     10489 ns/op	    9182 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   49470	     11698 ns/op	    9133 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   59084	     11169 ns/op	    9175 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   56472	      9127 ns/op	    9186 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   47782	     12505 ns/op	    9166 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=run-128           	   61216	      9739 ns/op	    9175 B/op	       8 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   72776	     10111 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   64436	      9082 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   64732	      9048 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   62697	      8269 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   74390	      8531 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   69829	      8872 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   72924	      9175 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=array-128         	   62812	      9901 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	  102834	      6772 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	   84127	      5973 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	  107541	      6727 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	  104366	      6015 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	  106401	      6175 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	  105372	      6547 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	   74034	      7861 ns/op	    8336 B/op	       6 allocs/op
BenchmarkAndNot/inPlace=false/left=bitmap/right=bitmap-128        	   98739	      7320 ns/op	    8336 B/op	       6 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	 9734940	        52.89 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	10661005	        47.07 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	10485878	        51.23 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	10705944	        50.81 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	10652130	        50.83 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	12500080	        51.25 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	12776666	        49.85 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/RankViaTwoRanks-128         	12803520	        49.76 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	31613350	        17.42 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	38856456	        15.23 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	31478079	        17.61 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	39067354	        15.19 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	39269056	        15.19 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	45225522	        14.78 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	39097027	        14.88 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=1/CardinalityInRange-128      	39421690	        15.12 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	15342744	        35.02 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	15410798	        38.13 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	15175573	        34.08 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	17200485	        33.96 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	15360006	        34.07 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	15353158	        34.72 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	14778351	        34.75 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/RankViaTwoRanks-128        	15272349	        33.91 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	13409656	        37.86 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	13951405	        37.73 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	13926369	        37.64 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	14060487	        38.56 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	13977937	        37.61 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	14004388	        37.98 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	13977307	        37.69 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=10/rangeSpan=10/CardinalityInRange-128     	14079031	        37.83 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2604912	       215.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2540488	       223.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2591582	       224.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2763182	       221.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2603258	       227.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2608333	       223.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2552283	       223.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/RankViaTwoRanks-128        	 2602348	       218.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	38185646	        15.44 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	37888004	        15.64 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	37550332	        15.38 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	38100808	        15.72 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	37140229	        15.46 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	37711096	        15.40 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	37725064	        15.60 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=1/CardinalityInRange-128     	37982338	        15.43 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2628636	       221.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2557587	       223.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2636732	       230.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2571037	       226.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2549408	       222.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2580708	       221.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2634045	       221.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/RankViaTwoRanks-128       	 2569434	       222.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	 9602335	        55.66 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	 9259443	        55.86 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	10500308	        55.39 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	 9610502	        57.71 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	 9909842	        56.54 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	10080784	        55.41 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	 9812637	        55.52 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=10/CardinalityInRange-128    	 9820294	        55.52 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 2674486	       222.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 2689419	       221.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 2535931	       213.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 2669017	       218.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 2670085	       217.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 2671287	       218.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 2662916	       218.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/RankViaTwoRanks-128      	 2685187	       221.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/CardinalityInRange-128   	 3001413	       194.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/CardinalityInRange-128   	 2993262	       194.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/CardinalityInRange-128   	 3350566	       192.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkCardinalityInRange/containers=100/rangeSpan=100/CardinalityInRange-128   	 3412692	       192.0 ns/op	       0 B/op	       0 allocs/op
